1	1	315000	3	3.22455482733453
1	315001	830000	14	1.93817655947781
1	830001	1290000	46	2.42049145315815
1	1290001	1540000	20	2.1127176880594
1	1540001	1570000	3	2.63353384411849
1	1570001	2350000	78	2.12122844528895
1	2350001	2490000	14	2.53924570284944
1	2490001	3360000	79	2.17890002130759
1	3360001	3520000	16	2.44121608268049
1	3520001	3580000	6	2.01698450383317
1	3580001	3700000	12	2.26922552952336
1	3700001	9570000	574	1.97396991219771
1	9570001	9600000	3	2.32736905569245
1	9600001	10600000	100	1.91321631618375
1	10600001	10680000	8	2.33593478922624
1	10680001	22010000	1058	1.9883889624319
1	22010001	22100000	9	2.25573876461698
1	22100001	24140000	203	1.98866463077997
1	24140001	24240000	4	1.55315304780964
1	24240001	31890000	760	1.96891386723528
1	31890001	32040000	15	2.24450918488374
1	32040001	36320000	427	1.95314627558886
1	36320001	36420000	10	2.12579134871711
1	36420001	41010000	458	1.8712469956628
1	41010001	41080000	7	2.24000196832145
1	41080001	95810000	5463	1.89487147912899
1	95810001	96590000	78	1.68634532789813
1	96590001	110950000	1377	1.90237280951288
1	110950001	110990000	4	2.76810755485836
1	110990001	120310000	919	1.91547208380698
1	120310001	120430000	12	2.24202132436036
1	120430001	120710000	9	1.98453361552519
1	120710001	120840000	5	2.41445905812122
1	120840001	121180000	25	1.80087743882172
1	121180001	141570000	10	2.20426854885834
1	141570001	141930000	22	2.52100678316597
1	141930001	142590000	22	2.22452914450422
1	142590001	143260000	9	2.49735341521466
1	143260001	143650000	12	2.17829598568598
1	143650001	147785000	253	2.73189114668132
1	147785001	147980000	8	2.32060342952154
1	147980001	150820000	280	2.76906707409434
1	150820001	150860000	4	2.11213199953331
1	150860001	158390000	752	2.80363783764871
1	158390001	158460000	7	4.42568263679301
1	158460001	167490000	899	2.77752519808758
1	167490001	167520000	3	2.06408159082282
1	167520001	167590000	7	2.69540114672604
1	167590001	167640000	5	3.05738874154882
1	167640001	178400000	1074	2.75203725445237
1	178400001	178440000	4	3.09963856696405
1	178440001	195000000	1650	2.740805591936
1	195000001	195070000	7	2.10964463413612
1	195070001	247249719	5139	2.75299120318139
2	1	25320000	2502	1.91308370673016
2	25320001	25460000	14	2.15039248285948
2	25460001	26530000	107	1.88831572183623
2	26530001	26820000	29	2.09173487031946
2	26820001	47060000	2021	1.90897736947883
2	47060001	47170000	11	2.20564407213862
2	47170001	73010000	2582	1.90131820245964
2	73010001	73050000	4	2.35299784619662
2	73050001	87420000	1420	1.89828946265976
2	87420001	87510000	7	2.3427451133611
2	87510001	87785000	27	1.91560485881599
2	87785001	88020000	10	2.16925551951204
2	88020001	88910000	89	1.90527599608787
2	88910001	88940000	3	1.10741809458952
2	88940001	89030000	9	0.115007511796435
2	89030001	89320000	29	0.986232704493359
2	89320001	91120000	60	1.89605393025729
2	91120001	91190000	7	2.45785532862581
2	91190001	114040000	1803	1.91321631618375
2	114040001	114120000	7	2.18585848152754
2	114120001	127520000	1336	1.89723711926713
2	127520001	127580000	6	2.41245160252782
2	127580001	128080000	50	1.91706599149185
2	128080001	128140000	6	2.3547926015312
2	128140001	130610000	242	1.91109566754583
2	130610001	130670000	6	2.1939033944087
2	130670001	132720000	184	1.90052763085495
2	132720001	132760000	4	2.6255142028172
2	132760001	220050000	8702	1.89250878867657
2	220050001	220130000	8	2.31161317874062
2	220130001	238670000	1850	1.90659709057632
2	238670001	238740000	7	2.31225418286151
2	238740001	240930000	210	1.97588639428103
2	240930001	241590000	66	2.19481600293851
2	241590001	242951149	94	2.00638713126064
3	1	600000	56	2.7528003869856
3	600001	640000	4	2.35120445877304
3	640001	6190000	553	2.72924138885549
3	6190001	6220000	3	2.27599912025855
3	6220001	42520000	3628	2.75872184365412
3	42520001	42560000	4	3.17223576908907
3	42560001	42660000	10	2.76140022337691
3	42660001	42730000	7	3.06906669952362
3	42730001	52070000	919	2.80830571999754
3	52070001	52110000	4	3.26345466969397
3	52110001	75650000	2311	2.75032097966464
3	75650001	75680000	3	2.0321402859874
3	75680001	75770000	9	2.84454913208454
3	75770001	75880000	11	2.27284610152323
3	75880001	90420000	1432	2.72810656526752
3	90420001	95000000	18	2.43277011665403
3	95000001	130720000	3555	2.74517857463611
3	130720001	130830000	11	3.04955767236718
3	130830001	164000000	3313	2.74384692876914
3	164000001	164110000	11	3.76826389041753
3	164110001	199501827	3515	2.73643957525911
4	1	60000	6	2.19086410566536
4	60001	600000	54	1.05496855662739
4	600001	1040000	44	1.52034632747866
4	1040001	1180000	14	1.15013244008678
4	1180001	1710000	47	1.44563165263722
4	1710001	1780000	7	1.9958454379981
4	1780001	1840000	6	1.35651029806005
4	1840001	2760000	92	1.17829436291008
4	2760001	2810000	5	1.75187519519046
4	2810001	2970000	16	1.15069062323259
4	2970001	3380000	41	1.951522369645
4	3380001	3850000	47	2.23612370193172
4	3850001	30440000	2625	1.90950672377208
4	30440001	30570000	13	1.70621564811506
4	30570001	48850000	1813	1.89014904423197
4	48850001	49280000	25	2.24996100855955
4	49280001	190780000	13739	1.88726890752673
4	190780001	190920000	14	2.28881363932747
4	190920001	191020000	10	1.83897262001685
4	191020001	191160000	14	2.13198900808441
4	191160001	191273063	6	1.8902800639208
5	1	91090000	8537	2.7328381120914
5	91090001	93080000	195	2.46382536161233
5	93080001	98550000	545	2.74289614865501
5	98550001	98600000	5	3.15578736340986
5	98600001	135130000	3649	2.73340644889021
5	135130001	135170000	4	3.31015781370518
5	135170001	177160000	4185	2.7610174385543
5	177160001	177190000	3	2.08175458289964
5	177190001	180205000	301	2.74860577521095
5	180205001	180340000	4	2.27978851701186
5	180340001	180857866	31	2.73833698815271
6	1	9100000	900	1.91030103045317
6	9100001	9280000	5	2.34323232416669
6	9280001	26830000	1745	1.88426254780962
6	26830001	26910000	4	1.63727879033866
6	26910001	33640000	668	1.93468675684742
6	33640001	34240000	60	2.14042902847662
6	34240001	34590000	35	1.94584932402945
6	34590001	34650000	6	2.2657677705916
6	34650001	57490000	2284	1.92732517339132
6	57490001	57720000	23	2.13850117514288
6	57720001	58070000	35	1.90831588297162
6	58070001	58120000	5	2.18919429192531
6	58120001	58670000	49	1.88726890752673
6	58670001	58700000	3	2.24809032170885
6	58700001	63600000	179	1.87995743821067
6	63600001	63660000	6	2.10613804549092
6	63660001	104010000	4009	1.88831572183623
6	104010001	104060000	5	2.11828983561622
6	104060001	115450000	1128	1.89001803362442
6	115450001	115615000	3	15.1989525783727
6	115615001	157830000	4180	1.86077033216492
6	157830001	157950000	4	1.35434942003166
6	157950001	168190000	988	1.84395059227499
6	168190001	168250000	6	2.14800894324025
6	168250001	170899992	236	1.87826418785462
7	1	6860000	639	2.76427280162662
7	6860001	6890000	3	3.5090974185999
7	6890001	34860000	2793	2.73473302777559
7	34860001	34890000	3	2.32462821503623
7	34890001	57905000	2278	2.74156560995941
7	57905001	62110000	91	2.37627202685769
7	62110001	62570000	32	2.71471359445816
7	62570001	62610000	4	3.13703146554467
7	62610001	62685000	5	2.81532211956353
7	62685001	62735000	4	2.2679675525186
7	62735001	72175000	914	2.73492259159407
7	72175001	72330000	3	2.1432497869676
7	72330001	141690000	6796	2.73378540575156
7	141690001	141720000	3	3.40227557481228
7	141720001	158630000	1642	2.73473302777559
7	158630001	158730000	4	1.65955909149138
7	158730001	158821424	9	2.67622608757082
X	1	2710000	224	2.7269722135413
X	2710001	54940000	5067	1.87605223834168
X	54940001	55020000	8	2.11169283969312
X	55020001	58230000	315	1.82525748991055
X	58230001	58330000	10	2.29883034776941
X	58330001	96000000	3316	1.88661494329554
X	96000001	118680000	2218	3.60600150776627
X	118680001	118810000	13	3.1812637791249
X	118810001	143030000	2370	3.59701456192507
X	143030001	143110000	7	4.69394194949335
X	143110001	154590000	1084	3.56400657896509
X	154590001	154913754	32	2.72149615917335
8	1	7530000	700	1.04928020949582
8	7530001	7990000	16	0.259085467512668
8	7990001	8065000	6	0.711087992449165
8	8065001	11980000	390	1.07527077093703
8	11980001	12060000	5	0.238771077883099
8	12060001	12350000	11	1.04818981801714
8	12350001	12435000	7	0.735705356277444
8	12435001	20130000	764	1.03225542457635
8	20130001	20220000	9	1.21512101475658
8	20220001	21560000	134	1.07236794474953
8	21560001	21650000	9	1.30323747977111
8	21650001	21950000	25	1.11018491865106
8	21950001	22150000	20	1.4831864818134
8	22150001	22460000	31	1.04797187573272
8	22460001	22700000	24	1.35923979819835
8	22700001	23200000	50	1.08899701533611
8	23200001	23260000	6	1.30251501179252
8	23260001	27100000	384	1.02982557213175
8	27100001	27610000	51	1.14036842579426
8	27610001	27780000	17	1.01522535099568
8	27780001	27910000	13	1.1815658216813
8	27910001	37770000	978	1.03132568711013
8	37770001	37830000	6	1.42335940973168
8	37830001	39240000	141	1.06370640084721
8	39240001	40330000	109	1.41509606994203
8	40330001	43510000	317	1.62901512614043
8	43510001	43550000	4	1.9230549669207
8	43550001	43920000	37	1.41833664526056
8	43920001	47130000	18	1.73339446140456
8	47130001	47290000	16	2.20319929051212
8	47290001	47480000	19	1.9026365526636
8	47480001	47580000	10	1.5769096473721
8	47580001	129370000	8131	1.88334851968144
8	129370001	129430000	6	2.77656274799711
8	129430001	142350000	1289	1.91401216596181
8	142350001	146274826	367	2.15367416905473
9	1	43560000	3928	2.73871662857932
9	43560001	43660000	10	2.00652620823894
9	43660001	43870000	7	2.432095703053
9	43870001	140273252	7125	2.76178306126845
10	1	90000	3	2.25292611346834
10	90001	18050000	1772	1.88583048533304
10	18050001	18260000	5	1.51068199604052
10	18260001	42110000	2122	1.86930243237064
10	42110001	42140000	3	1.47324768581648
10	42140001	44780000	264	1.91746467560851
10	44780001	44810000	3	2.154868750775
10	44810001	46380000	78	1.8950028261634
10	46380001	46430000	5	2.25871148372566
10	46430001	46790000	18	2.0469842472279
10	46790001	46825000	3	1.72703820731141
10	46825001	47170000	18	2.17181316880973
10	47170001	49320000	73	1.95870482339583
10	49320001	49350000	3	2.35381347443753
10	49350001	50610000	126	1.9473335257512
